title;lien;company;categorie;Reference;Publie le;Type de poste;Lieu de travail;Experience;Etude;Remuneration proposee;Disponibilite;Langues;Mobilite
Responsable recrutement IT et marqueemployeur;https://www.keejob.com/offres-emploi/152604/responsable-recrutement-it-et-marqueemployeur/;OWLIANCE TUNISIE;recrutement / ressources humaines;153139;26-mars-22;CDDSIVP;Ariana VilleArianaTunisie;Entre 1 et 2 ans;Bac + 3;UNKNOWN;Plein temps;Arabe Français Anglais;UNKNOWN
Comptable H/F;https://www.keejob.com/offres-emploi/153139/comptable-hf/;Manpower;consulting / étude / stratégie;152215;26-mars-22;CDISIVP;SousseTunisie;Entre 1 et 2 ans;Bac + 3;UNKNOWN;Plein temps;Français;International
Assistant(e) CommunicationSousse;https://www.keejob.com/offres-emploi/152215/assistante-communication-sousse/;VEO WORLDWIDE SERVICES;call center / télévente;152415;26-mars-22;CDISIVP;La MarsaTunisTunisie;Entre 2 et 5 ans;Bac + 3;1200 - 1400 DT / Mois;Plein temps;Français;UNKNOWN
Coordinateur de Projet Déploiement- B to B;https://www.keejob.com/offres-emploi/152415/coordinateur-de-projet-déploiement-b-to-b/;AT SERVICES;call center / télévente;152740;26-mars-22;CDISIVP;ArianaTunisie;Entre 2 et 5 ans;Bac + 3;UNKNOWN;Plein temps;Anglais;UNKNOWN
DEVELOPPEURS SENIOR;https://www.keejob.com/offres-emploi/152740/developpeurs-senior/;ALMAVIVA;call center / télévente;152739;26-mars-22;CDISIVP;ArianaTunisie;Moins d'un an;Bac + 3;UNKNOWN;Plein temps;Anglais;UNKNOWN
DEVELOPPEURS JUNIOR;https://www.keejob.com/offres-emploi/152739/developpeurs-junior/;ALMAVIVA;informatique / télécoms;154017;26-mars-22;CDISIVP;TunisTunisie;Entre 5 et 10 ans;Bac + 5;UNKNOWN;Plein temps;Français Anglais;LocaleInternational
Project Management Officer;https://www.keejob.com/offres-emploi/154017/project-management-officer/;DEVOTEAM;informatique / télécoms;152591;26-mars-22;CDISIVP;TunisTunisie;Entre 1 et 2 ans;Bac + 2;UNKNOWN;Plein temps;Français Anglais;UNKNOWN
Service Desk analyst H/F;https://www.keejob.com/offres-emploi/152591/service-desk-analyst-hf/;EVERIENCE;recrutement / ressources humaines;152173;26-mars-22;CDISIVP;ZaghouanZaghouanTunisie;Entre 2 et 5 ans;Bac + 3;UNKNOWN;Plein temps;Français Anglais;Locale
Un Sample Order Technician (H/F);https://www.keejob.com/offres-emploi/152173/un-sample-order-technician-hf/;HR HOUSE INTERNATIONAL;santé / paramédical / optique;153165;26-mars-22;CDI-CDD-SIVP;La SoukraArianaTunisie;Entre 1 et 2 ans;Bac + 4;UNKNOWN;Plein temps;Arabe Français Anglais;UNKNOWN
APPROVISIONNEUR;https://www.keejob.com/offres-emploi/153165/approvisionneur/;PHARMAGHREB;call center / télévente;152837;26-mars-22;UNKNOWNSIVP;TunisTunisie;Moins d'un an;Bac;UNKNOWN;Plein temps;UNKNOWN;UNKNOWN
Téléconseillers (H/F) en Assurance;https://www.keejob.com/offres-emploi/152837/téléconseillers-hf-en-assurance/;METOS;recrutement / ressources humaines;152430;26-mars-22;UNKNOWNSIVP;TunisTunisie;Entre 2 et 5 ans;Bac + 5;2000 - 2500 DT / Mois;Plein temps;Français;UNKNOWN
Webmaster;https://www.keejob.com/offres-emploi/152430/webmaster/;PARTNER RECRUITMENT;banque / finance / assurances;153897;26-mars-22;CDISIVP;TunisTunisie;Entre 5 et 10 ans;Bac + 5;UNKNOWN;Plein temps;Français;UNKNOWN
Développeurs Back End H/F;https://www.keejob.com/offres-emploi/153897/développeurs-back-end-hf/;SPB ISC;banque / finance / assurances;153612;26-mars-22;UNKNOWNSIVP;TunisTunisie;Moins d'un an;Bac + 5;UNKNOWN;Plein temps;Arabe Français Anglais;UNKNOWN
C/C++ Software Development Engineer;https://www.keejob.com/offres-emploi/153612/cc-software-development-engineer/;NEW ACCESS;commerce / vente / distribution;152578;26-mars-22;CDISIVP;Ariana VilleArianaTunisie;Entre 5 et 10 ans;Bac + 5;UNKNOWN;Plein temps;Arabe Français;UNKNOWN
Contrôleur de gestion;https://www.keejob.com/offres-emploi/152578/contrôleur-de-gestion/;SOQUIBAT;comptabilité / gestion / audit;152480;26-mars-22;CDI-CDD-SIVP;El MenzahTunisTunisie;Aucune expérience;Bac + 5;UNKNOWN;Plein temps;Français Anglais;International
Directeur Digital marketing;https://www.keejob.com/offres-emploi/152480/directeur-digital-marketing/;STANDFOR'S;industrie métalliques;153636;26-mars-22;CDDSIVP;Ben ArousBen ArousTunisie;Entre 1 et 2 ans;Bac + 3;UNKNOWN;Plein temps;Français Anglais;UNKNOWN
Superviseur HSE;https://www.keejob.com/offres-emploi/153636/superviseur-hse/;TUNICAST;call center / télévente;152118;26-mars-22;CDI-CDD-SIVP;Ariana VilleArianaTunisie;Moins d'un an;Bac;UNKNOWN;Plein temps;Arabe Français;UNKNOWN
Réception d'appel - Opérateur Mobile TUN;https://www.keejob.com/offres-emploi/152118/100-conseillers-clients-opérateur-mobile/;MEZZO;agriculture / agro-alimentaire / environnement;153433;26-mars-22;CDDSIVP;Beni KhalledNabeulTunisie;Entre 2 et 5 ans;Bac + 3;UNKNOWN;Plein temps;Français;UNKNOWN
Chef d'équipe en froid et climatisation;https://www.keejob.com/offres-emploi/153433/chef-déquipe-en-froid-et-climatisation/;VACPA BOUJEBEL;consulting / étude / stratégie;152908;26-mars-22;CDISIVP;TunisTunisie;Entre 2 et 5 ans;Bac + 5;UNKNOWN;Plein temps;Français;UNKNOWN
Senior UI/UX Designer;https://www.keejob.com/offres-emploi/152908/senior-uiux-designer/;BINITNS;call center / télévente;152974;26-mars-22;CDI-SIVP-SIVP;Bab BharTunisTunisie;Entre 1 et 2 ans;Bac;UNKNOWN;Plein temps;Français;UNKNOWN
Commerciaux Opérateurs téléphonique 1100 D;https://www.keejob.com/offres-emploi/152974/commerciaux-opérateurs-téléphonique-1100-d/;ACTIVE CONTACT;call center / télévente;153707;26-mars-22;CDI-SIVP-SIVP;ArianaTunisie;Entre 1 et 2 ans;Bac;UNKNOWN;Plein temps;Français;UNKNOWN
Télévendeurs en énergie H/F;https://www.keejob.com/offres-emploi/153707/télévendeurs-en-énergie-hf/;PHONEACT;industrie électro-mécaniques;153885;26-mars-22;CDDSIVP;MegrineBen ArousTunisie;Entre 2 et 5 ans;Secondaire;UNKNOWN;Plein temps;Arabe Français;UNKNOWN
Chef d'équipe entretien;https://www.keejob.com/offres-emploi/153885/chef-déquipe-entretien/;TTP THOMAS TUNISIE PLASTIC;informatique / télécoms;152551;26-mars-22;CDISIVP;RaouedArianaTunisie;Moins d'un an;Bac + 3;UNKNOWN;Plein temps;Français;UNKNOWN
Chargé Clientèle basé à Tunis;https://www.keejob.com/offres-emploi/152551/chargé-clientèle-basé-à-tunis/;OWLIANCE TUNISIE;informatique / télécoms;152379;26-mars-22;UNKNOWNSIVP;La MarsaTunisTunisie;Entre 2 et 5 ans;Bac + 3;UNKNOWN;Plein temps;Arabe Français Anglais;UNKNOWN
Client Applications Test Engineer;https://www.keejob.com/offres-emploi/152379/client-applications-test-engineer/;STREAMWIDE;informatique / télécoms;154019;26-mars-22;CDISIVP;Iles de FranceFrance;Entre 2 et 5 ans;Bac + 5;UNKNOWN;Plein temps;Français Anglais;LocaleInternational
Chefs de Projet Infrastructure;https://www.keejob.com/offres-emploi/154019/chefs-de-projet-infrastructure/;DEVOTEAM;informatique / télécoms;152164;26-mars-22;CDISIVP;Cite El KhadraTunisTunisie;Entre 2 et 5 ans;Bac + 5;UNKNOWN;Plein temps;Français Anglais;LocaleInternational
Ingénieurs Data Viz - Power Bi;https://www.keejob.com/offres-emploi/152164/ingénieurs-data-viz-power-bi/;DEVOTEAM;call center / télévente;153089;26-mars-22;CDI-SIVP-SIVP;TunisTunisie;Moins d'un an;Bac + 3;UNKNOWN;Plein temps;Arabe Anglais;UNKNOWN
Fintech activity / English + Arabic Market;https://www.keejob.com/offres-emploi/153089/fintech-activity-english-arabic-market/;TRANSCOM;informatique / télécoms;153431;26-mars-22;CDISIVP;TunisTunisie;Entre 5 et 10 ans;Bac + 5;UNKNOWN;Plein temps;Arabe Français Anglais;LocaleInternational
Business Continuity Manager;https://www.keejob.com/offres-emploi/153431/business-continuity-manager/;DEVOTEAM;commerce / vente / distribution;154031;26-mars-22;UNKNOWNSIVP;Sfax VilleSfaxTunisie;Entre 5 et 10 ans;Bac + 2;UNKNOWN;Plein temps;Arabe Français Anglais;UNKNOWN
Sales Commercial Sfax;https://www.keejob.com/offres-emploi/154031/sales-commercial-sfax/;DEUTSCHCOLOR;commerce / vente / distribution;153231;26-mars-22;CDISIVP;Sousse JaouharaSousseTunisie;Entre 2 et 5 ans;Bac + 5;UNKNOWN;Plein temps;Français Anglais;Locale
Logisticien H/F;https://www.keejob.com/offres-emploi/153231/logisticien-hf/;OZEOL.;recrutement / ressources humaines;152180;26-mars-22;CDISIVP;ZaghouanTunisie;Entre 2 et 5 ans;Bac + 5;UNKNOWN;Plein temps;Arabe Français Anglais;LocaleInternational
Plant Change Administrator (H/F);https://www.keejob.com/offres-emploi/152180/plant-change-administrator-hf/;HR HOUSE INTERNATIONAL;call center / télévente;152130;26-mars-22;CDI-SIVP-SIVP;Ariana VilleArianaTunisie;Moins d'un an;Bac;UNKNOWN;Plein temps;Français;UNKNOWN
Chargé(e)s de clientèle Télévente;https://www.keejob.com/offres-emploi/152130/chargées-de-clientèle-télévente/;ARMATIS TUNIS;recrutement / ressources humaines;152161;26-mars-22;CDISIVP;ZaghouanTunisie;Entre 2 et 5 ans;Bac + 5;UNKNOWN;Plein temps;Français Anglais;UNKNOWN
Un Project Quality Manager (H/F);https://www.keejob.com/offres-emploi/152161/un-project-quality-manager-hf/;HR HOUSE INTERNATIONAL;call center / télévente;153042;26-mars-22;CDI-SIVP-SIVP;Ariana VilleArianaTunisie;Aucune expérience;Bac + 3;UNKNOWN;Plein temps;Allemand;UNKNOWN
Kundenberater - Logistick;https://www.keejob.com/offres-emploi/153042/kundenberater-logistick/;TRANSCOM;call center / télévente;154007;26-mars-22;CDI-SIVP-SIVP;El Omrane SuperieurTunisTunisie;Entre 1 et 2 ans;Bac + 5;UNKNOWN;Plein temps;Français;Locale
Chargé RH (H/F);https://www.keejob.com/offres-emploi/154007/chargé-rh-hf/;METOS;call center / télévente;152184;26-mars-22;CDISIVP;Centre villeTunisTunisie;Entre 2 et 5 ans;Bac + 2;UNKNOWN;Plein temps;Français;UNKNOWN
Manager d'équipe VAD en Mutuelle Santé;https://www.keejob.com/offres-emploi/152184/manager-déquipe-vad-en-mutuelle-santé/;CALLMAX;recrutement / ressources humaines;152661;26-mars-22;UNKNOWNSIVP;TunisTunisie;Moins d'un an;Bac + 3;UNKNOWN;Plein temps;Français;UNKNOWN
Graphiste (Contrat en CIVP);https://www.keejob.com/offres-emploi/152661/graphiste-contrat-en-civp/;PARTNER RECRUITMENT;call center / télévente;152443;26-mars-22;CDI-CDD-SIVP;Centre villeTunisTunisie;Entre 1 et 2 ans;Bac + 3;UNKNOWN;Plein temps;UNKNOWN;UNKNOWN
Télévendeurs;https://www.keejob.com/offres-emploi/152443/télévendeurs/;PREMUNIA;commerce / vente / distribution;152968;26-mars-22;UNKNOWNSIVP;La SoukraArianaTunisie;Aucune expérience;Bac;UNKNOWN;Plein temps;UNKNOWN;UNKNOWN
Conseillers / Caissiers : Soukra;https://www.keejob.com/offres-emploi/152968/conseillers-caissiers-soukra/;TUNTEX;banque / finance / assurances;153133;26-mars-22;CDISIVP;Cite El KhadraTunisTunisie;Entre 2 et 5 ans;Bac + 5;UNKNOWN;Plein temps;Arabe Français Anglais;LocaleInternational
Support data analyst;https://www.keejob.com/offres-emploi/153133/support-data-analyst/;PWC;recrutement / ressources humaines;152427;26-mars-22;UNKNOWNSIVP;TunisTunisie;Entre 2 et 5 ans;Bac + 5;2500 - 3000 DT / Mois;Plein temps;Français;UNKNOWN
Développeur Web;https://www.keejob.com/offres-emploi/152427/développeur-web/;PARTNER RECRUITMENT;call center / télévente;152131;26-mars-22;CDI-SIVP-SIVP;Ariana VilleArianaTunisie;Moins d'un an;Bac;UNKNOWN;Plein temps;Français;UNKNOWN
Chargé(e)s de clientèle Recouvrement;https://www.keejob.com/offres-emploi/152131/chargées-de-clientèle-recouvrement/;ARMATIS TUNIS;commerce / vente / distribution;153137;26-mars-22;CDDSIVP;Ben ArousBen ArousTunisie;Entre 1 et 2 ans;Bac + 3;UNKNOWN;Plein temps;Arabe Français Anglais;UNKNOWN
Assistant(e) Des Ressources Humaines;https://www.keejob.com/offres-emploi/153137/assistante-des-ressources-humaines/;AZIZA;recrutement / ressources humaines;152437;26-mars-22;UNKNOWNSIVP;TunisTunisie;Entre 2 et 5 ans;Bac + 3;2000 - 2200 DT / Mois;Plein temps;Français;UNKNOWN
Responsable Commercial et Marketing;https://www.keejob.com/offres-emploi/152437/responsable-plateau/;PARTNER RECRUITMENT;banque / finance / assurances;153035;26-mars-22;CDI-CDD-SIVP;Sidi BouzidTunisie;Moins d'un an;Bac + 3;UNKNOWN;Plein temps;Arabe Français Anglais;UNKNOWN
Chargé de la Production à Sidi Bouzid;https://www.keejob.com/offres-emploi/153035/chargé-de-la-production-à-sidi-bouzid/;TUNISIE LEASING ET FACTORING;call center / télévente;152696;26-mars-22;CDI-SIVP-SIVP;TunisTunisie;Moins d'un an;Bac;UNKNOWN;Plein temps;Français Anglais;UNKNOWN
Agents relation client (marché canadien);https://www.keejob.com/offres-emploi/152696/agents-relation-client-marché-canadien/;TRANSCOM;recrutement / ressources humaines;153119;26-mars-22;UNKNOWNSIVP;SousseTunisie;Entre 5 et 10 ans;Bac + 5;UNKNOWN;Plein temps;Français Anglais;UNKNOWN
Responsable informatique Sousse;https://www.keejob.com/offres-emploi/153119/responsable-informatique-sousse/;PARTNER RECRUITMENT;call center / télévente;152132;26-mars-22;CDI-SIVP-SIVP;Ariana VilleArianaTunisie;Moins d'un an;Bac;UNKNOWN;Plein temps;Français;UNKNOWN
Chargé(es de clientèle Assistance Commerciale;https://www.keejob.com/offres-emploi/152132/chargées-de-clientèle-assistance-commerciale/;ARMATIS TUNIS;recrutement / ressources humaines;152160;26-mars-22;CDISIVP;ZaghouanZaghouanTunisie;Entre 2 et 5 ans;ExpertRecherche;UNKNOWN;Plein temps;Français Anglais;Locale
Un Project Logistics Engineer (H/F);https://www.keejob.com/offres-emploi/152160/un-project-logistics-engineer-hf/;HR HOUSE INTERNATIONAL;recrutement / ressources humaines;152400;26-mars-22;UNKNOWNSIVP;TunisTunisie;Entre 1 et 2 ans;Bac + 3;1000 - 1500 DT / Mois;Plein temps;Français;UNKNOWN
Infographiste (H/F);https://www.keejob.com/offres-emploi/152400/infographiste-hf/;PARTNER RECRUITMENT;industrie électro-mécaniques;153472;26-mars-22;CDI-CDD-SIVP;GrombaliaNabeulTunisie;Entre 1 et 2 ans;Formations professionnelles;UNKNOWN;Plein temps;Arabe Français;UNKNOWN
Technicien maintenance;https://www.keejob.com/offres-emploi/153472/technicien-maintenance/;TUNISIE CABLES;cosmétique / parfumerie / luxe;152985;26-mars-22;CDI-CDD-SIVP;FouchanaBen ArousTunisie;Moins d'un an;Formations professionnelles;UNKNOWN;Plein temps;Arabe Français;Locale
Technicien(ne) en sérigraphie;https://www.keejob.com/offres-emploi/152985/technicienne-en-sérigraphie/;HYGIENE INDUSTRIELLE;call center / télévente;152126;26-mars-22;CDI-SIVP-SIVP;La SoukraArianaTunisie;Entre 1 et 2 ans;Bac + 2;UNKNOWN;Plein temps;Français;UNKNOWN
Conseillers en Relations Humaines;https://www.keejob.com/offres-emploi/152126/conseillers-en-relations-humaines/;TANIS;cosmétique / parfumerie / luxe;153102;26-mars-22;CDDSIVP;Sousse VilleSousseTunisie;Entre 5 et 10 ans;Bac + 3;UNKNOWN;Plein temps;Arabe Français Anglais;Locale
Manager point de vente FATALES Sousse;https://www.keejob.com/offres-emploi/153102/manager-point-de-vente-fatales-sousse/;FATALES;recrutement / ressources humaines;153814;26-mars-22;UNKNOWNSIVP;QuébecCanada;Entre 1 et 2 ans;Formations professionnelles;UNKNOWN;Plein temps;Français;UNKNOWN
Ouvrier (préparation / finition) CANADA;https://www.keejob.com/offres-emploi/153814/ouvrier-préparation-finition-canada/;PARTNER RECRUITMENT;recrutement / ressources humaines;153101;26-mars-22;CDISIVP;TunisTunisie;Plus que 10 ans;Bac + 4;UNKNOWN;Plein temps;Français Anglais;UNKNOWN
HR MANAGERIndustrie AutomobileH/F;https://www.keejob.com/offres-emploi/153101/hr-manager-industrie-automobile-hf/;MANPOWER PROFESSIONAL;banque / finance / assurances;147604;26-mars-22;UNKNOWNSIVP;TunisTunisie;Entre 5 et 10 ans;Bac + 4;UNKNOWN;Plein temps;Arabe Français Anglais;UNKNOWN
Head of Risk Management;https://www.keejob.com/offres-emploi/147604/head-of-risk-management/;BANK ABC;commerce / vente / distribution;152897;26-mars-22;CDDSIVP;La SoukraArianaTunisie;Plus que 10 ans;Bac + 3;UNKNOWN;Plein temps;Arabe Français;UNKNOWN
Caissière à Sousse;https://www.keejob.com/offres-emploi/152897/caissière-à-sousse/;SOQUIBAT;banque / finance / assurances;152399;26-mars-22;CDISIVP;ArianaTunisie;Entre 2 et 5 ans;Bac + 5;UNKNOWN;Plein temps;Français;International
Ingénieur SystèmeRéseaux et Sécurité;https://www.keejob.com/offres-emploi/152399/ingénieur-système-réseaux-et-sécurité/;FILIASSUR TUNISIE;call center / télévente;152451;26-mars-22;CDI-SIVP-SIVP;Centre villeTunisTunisie;Moins d'un an;Bac + 2;UNKNOWN;Plein temps;Français;UNKNOWN
Conseillers commerciaux en Assurance Auto;https://www.keejob.com/offres-emploi/152451/conseillers-commerciaux-en-assurance-auto/;ECG ASSURANCES;commerce / vente / distribution;154032;26-mars-22;CDDSIVP;FouchanaBen ArousTunisie;Entre 2 et 5 ans;Bac + 2;UNKNOWN;Plein temps;Arabe Français Anglais;UNKNOWN
Caissiére Tunis/Zone Mghira;https://www.keejob.com/offres-emploi/154032/caissiére-tuniszone-mghira/;DEUTSCHCOLOR;call center / télévente;152222;26-mars-22;UNKNOWNSIVP;ArianaTunisie;Aucune expérience;Bac + 3;UNKNOWN;Plein temps;Français Anglais Italien;UNKNOWN
Techniciens Supérieurs Réseaux;https://www.keejob.com/offres-emploi/152222/techniciens-supérieurs-réseaux/;ALMAVIVA;banque / finance / assurances;153735;26-mars-22;CDISIVP;TunisTunisie;Entre 1 et 2 ans;Bac + 3;UNKNOWN;Plein temps;Français Anglais;UNKNOWN
JIRA ADMINISTRATOR;https://www.keejob.com/offres-emploi/153735/jira-administrator/;NEW ACCESS;banque / finance / assurances;153344;26-mars-22;CDISIVP;Ariana VilleArianaTunisie;Entre 2 et 5 ans;Bac + 3;1400 - 1800 DT / Mois;Plein temps;Français;UNKNOWN
Chargée de Recrutement et administrative;https://www.keejob.com/offres-emploi/153344/chargée-de-recrutement-et-administratif/;PROTECT + TUNISIE;industrie électro-mécaniques;153900;26-mars-22;CDDSIVP;MegrineBen ArousTunisie;Entre 2 et 5 ans;Bac + 2;UNKNOWN;Plein temps;Arabe Français;UNKNOWN
Team leader medical;https://www.keejob.com/offres-emploi/153900/team-leader-medical/;TTP THOMAS TUNISIE PLASTIC;informatique / télécoms;153156;26-mars-22;UNKNOWNSIVP;TunisTunisie;Entre 2 et 5 ans;Bac + 5;UNKNOWN;Plein temps;Arabe Français Anglais;UNKNOWN
Senior QA Engineer;https://www.keejob.com/offres-emploi/153156/senior-qa-engineer/;STREAMWIDE;aéronautique / aviation / voyagiste;153654;26-mars-22;CDISIVP;SolimanNabeulTunisie;Entre 1 et 2 ans;Bac + 5;UNKNOWN;Plein temps;Français Anglais;UNKNOWN
Intégrateur Process H/F;https://www.keejob.com/offres-emploi/153654/intégrateur-process-hf/;SAFRAN TUNISIE;call center / télévente;152822;26-mars-22;CDI-SIVP-SIVP;Bab BharTunisTunisie;Entre 1 et 2 ans;Bac;UNKNOWN;Plein temps;Français Anglais;UNKNOWN
Téléconseillers Bilingue (Français /Anglais);https://www.keejob.com/offres-emploi/152822/téléconseillers-bilingue-français-anglais/;ACTIVE CONTACT;recrutement / ressources humaines;153774;26-mars-22;UNKNOWNSIVP;TunisTunisie;Entre 2 et 5 ans;Bac + 5;UNKNOWN;Plein temps;Français;UNKNOWN
Team Leader Développement RH;https://www.keejob.com/offres-emploi/153774/team-leader-développement-rh/;PARTNER RECRUITMENT;agriculture / agro-alimentaire / environnement;153026;25-mars-22;CDDSIVP;TunisTunisie;Entre 2 et 5 ans;Bac + 3;UNKNOWN;Plein temps;Arabe Français Anglais;UNKNOWN
Technicien en agro –ALIMENTAIRE (HOMME);https://www.keejob.com/offres-emploi/153026/technicien-en-agro-alimentaire-homme/;SOTUBI;automobile / moteurs / engins mécaniques;154033;25-mars-22;UNKNOWNSIVP;Gafsa SudGafsaTunisie;Entre 2 et 5 ans;Bac + 3;UNKNOWN;Plein temps;Arabe Français Anglais;LocaleInternational
YAZAKI Tunisia Recruit Plant Controller;https://www.keejob.com/offres-emploi/154033/yazaki-tunisia-recruit-plant-controller/;YAZAKI TUNISIA;commerce / vente / distribution;154041;25-mars-22;CDI-CDD-SIVP;Sfax VilleSfaxTunisie;Plus que 10 ans;Formations professionnelles;UNKNOWN;Plein temps;UNKNOWN;UNKNOWN
Modéliste;https://www.keejob.com/offres-emploi/154041/modeliste/;MAHA MODEN;tourisme / hôtellerie / restauration / loisirs;153993;25-mars-22;CDISIVP;HammametNabeulTunisie;Entre 5 et 10 ans;Bac + 5;UNKNOWN;Plein temps;UNKNOWN;Locale
Comptable;https://www.keejob.com/offres-emploi/153993/comptable-debiteur/;STSA HOTEL CLUB EL FELL;agriculture / agro-alimentaire / environnement;154038;25-mars-22;CDDSIVP;SousseTunisie;Entre 5 et 10 ans;Bac + 5;UNKNOWN;Plein temps;Français;UNKNOWN
Responsable de développement des RH Groupe;https://www.keejob.com/offres-emploi/154038/responsable-de-développement-des-rh-groupe/;ROSE BLANCHE GROUP;commerce / vente / distribution;153998;25-mars-22;UNKNOWNSIVP;RaouedArianaTunisie;Entre 5 et 10 ans;Bac + 4;UNKNOWN;Plein temps;Arabe Français;Locale
Directeur administratif et financier;https://www.keejob.com/offres-emploi/153998/directeur-administratif-et-financier/;URBAT;comptabilité / gestion / audit;153000;25-mars-22;CDISIVP;Cite El KhadraTunisTunisie;Entre 2 et 5 ans;Bac + 2;UNKNOWN;Plein temps;Français Anglais;UNKNOWN
Debt Recovery Advisor;https://www.keejob.com/offres-emploi/153000/debt-recovery-advisor/;FINOPTI;banque / finance / assurances;153048;25-mars-22;CDISIVP;Centre villeTunisTunisie;Entre 5 et 10 ans;Bac + 3;UNKNOWN;Plein temps;Arabe Français Anglais;Locale
Assistante à la Direction Générale;https://www.keejob.com/offres-emploi/153048/assistante-à-la-direction-générale/;CFE TUNISIE;agriculture / agro-alimentaire / environnement;154037;25-mars-22;CDI-CDD-SIVP;SousseTunisie;Plus que 10 ans;Bac + 5;UNKNOWN;Plein temps;Français Anglais;UNKNOWN
